59,1,178,101,1999.89
60,1,205,74,649.99
61,1,174,114,798.26
62,1,188,130,482.49
63,1,70,72,710.99
64,1,199,61,647.99
65,1,280,104,149.88
66,1,77,143,695.99
67,1,287,61,329.99
68,1,163,98,1899.99
69,1,206,57,4139.00
70,1,185,146,873.98
71,1,19,146,1704.37
72,1,129,101,734.99
73,1,245,120,1699.00
74,1,104,97,83.88
75,1,58,73,784.98
76,1,109,92,713.99
77,1,203,65,671.38
78,1,92,147,2200.00
79,1,285,145,339.99
80,1,213,63,1469.96
81,1,128,133,741.63
82,1,91,42,2259.99
83,1,264,35,88.99
84,1,106,137,608.95
85,1,155,114,588.95
86,1,202,46,713.99
87,1,47,123,2377.09
88,1,278,139,677.99
89,1,247,45,339.99
90,1,65,84,1199.99
91,1,122,89,722.99
92,1,208,114,1199.99
93,1,257,70,84.95
94,1,255,38,90.99
95,1,52,138,1676.98
96,1,260,34,267.99
97,1,110,39,3192.97
98,1,66,104,399.99
99,1,95,66,109.99
100,1,280,70,149.88
101,1,17,47,699.01
102,1,196,69,1099.99
103,1,6,117,849.99
104,1,129,74,734.99
105,1,31,116,443.72
1,2,78,77,686.99
3,2,56,65,16.99
5,2,15,45,725.99
8,2,12,70,824.98
9,2,99,123,68.06
10,2,10,102,811.99
12,2,63,58,572.96
15,2,154,67,1204.98
16,2,155,106,588.95
19,2,24,62,66.89
20,2,41,78,299.89
21,2,101,146,635.99
22,2,116,45,731.99
23,2,190,50,948.99
25,2,239,119,739.99
27,2,141,77,419.99
28,2,121,120,721.99
29,2,82,62,1499.89
31,2,176,97,939.49
33,2,153,33,1249.00
35,2,70,134,710.99
36,2,101,105,635.99
37,2,67,129,863.05
38,2,169,52,1844.89
39,2,153,108,1249.00
40,2,101,131,635.99
41,2,219,82,1299.73
43,2,287,66,329.99
46,2,4,112,2699.99
47,2,55,107,150.99
48,2,158,98,2009.46
53,2,168,89,43.99
55,2,32,70,469.99
58,2,120,32,892.00
59,2,166,34,1638.89
60,2,13,138,704.99
61,2,56,75,16.99
63,2,54,47,1019.99
65,2,113,83,704.99
66,2,218,40,1388.89
67,2,144,121,289.79
68,2,248,42,2774.98
69,2,71,66,660.00
70,2,83,52,829.99
71,2,241,38,1756.00
72,2,211,123,1064.99
74,2,250,86,338.99
75,2,187,74,353.98
76,2,177,98,1759.99
77,2,168,136,43.99
78,2,169,50,1844.89
79,2,265,53,1431.99
82,2,107,71,644.00
83,2,196,54,1099.99
84,2,199,137,647.99
85,2,230,35,136.69
86,2,156,47,394.99
87,2,233,96,59.99
88,2,11,106,2015.11
89,2,102,84,2042.69
90,2,64,60,525.99
91,2,220,127,759.99
92,2,34,126,417.98
94,2,186,146,1449.98
95,2,143,64,402.99
97,2,207,82,3254.99
101,2,113,134,704.99
104,2,171,90,382.98
105,2,242,67,1751.99
1,3,64,52,525.99
8,3,71,87,660.00
9,3,265,90,1431.99
12,3,42,75,299.89
15,3,246,133,343.99
16,3,235,56,41.99
19,3,23,142,89.89
22,3,24,77,66.89
25,3,29,65,645.99
27,3,68,96,766.11
28,3,41,56,299.89
29,3,268,118,47.88
36,3,100,102,97.88
38,3,264,89,88.99
39,3,109,33,713.99
40,3,250,131,338.99
41,3,69,86,678.75
43,3,110,94,3192.97
46,3,187,86,353.98
47,3,65,99,1199.99
57,2,177,110,1759.99
58,3,113,73,704.99
59,3,118,105,699.89
60,3,272,144,1073.99
61,3,146,59,283.98
65,3,116,35,731.99
66,3,286,35,234.00
67,3,167,94,1010.46
68,3,183,50,899.99
69,3,253,112,579.99
71,3,195,75,1055.99
72,3,273,145,443.64
75,3,33,143,52.65
76,3,163,134,1899.99
77,3,218,143,1388.89
78,3,125,119,768.99
83,3,116,76,731.99
86,3,287,45,329.99
87,3,130,119,117.45
89,3,224,89,349.99
91,3,266,83,1418.99
97,3,270,61,769.99
101,3,135,134,127.88
104,3,45,48,2501.69
105,3,275,45,399.99
1,4,210,87,1029.99
8,4,25,40,104.88
9,4,288,62,319.99
12,4,144,70,289.79
13,2,85,82,1274.99
14,2,206,133,4139.00
16,4,95,42,109.99
18,2,226,57,309.85
22,4,288,44,319.99
24,2,227,61,305.00
25,4,209,80,1199.99
26,2,186,92,1449.98
27,4,263,95,89.99
28,4,208,139,1199.99
29,4,141,32,419.99
30,2,200,137,620.95
33,3,217,67,401.98
36,4,10,72,811.99
38,4,61,59,487.30
40,4,230,80,136.69
41,4,258,49,57.98
43,4,105,86,2799.99
44,2,215,148,829.89
46,4,264,104,88.99
57,3,238,122,741.78
58,4,186,70,1449.98
59,4,47,138,2377.09
60,4,92,125,2200.00
61,4,34,71,417.98
67,4,109,117,713.99
68,4,163,125,1899.99
73,2,35,130,1314.99
75,4,142,115,2998.89
76,4,272,56,1073.99
77,4,2,99,2554.99
78,4,200,87,620.95
79,3,204,138,686.99
83,4,261,106,1504.99
86,4,121,76,721.99
89,4,253,126,579.99
90,3,134,106,295.72
91,4,194,75,397.42
94,3,218,86,1388.89
105,4,138,80,645.99
1,5,138,131,645.99
2,2,265,121,1431.99
3,3,28,63,479.99
5,3,216,82,863.98
6,2,138,41,645.99
8,5,284,118,54.99
12,5,208,133,1199.99
13,3,240,80,1805.97
15,4,239,71,739.99
19,4,259,46,80.72
21,3,250,120,338.99
22,5,160,59,1908.73
23,3,210,80,1029.99
24,3,47,51,2377.09
25,5,235,45,41.99
27,5,118,122,699.89
28,5,27,99,800.74
29,5,258,137,57.98
30,3,260,37,267.99
32,2,142,130,2998.89
35,3,211,87,1064.99
38,5,209,149,1199.99
40,5,98,149,2064.99
41,5,179,83,312.67
46,5,181,94,999.99
55,3,260,79,267.99
57,4,164,114,1850.00
58,5,62,143,789.79
59,5,203,117,671.38
60,5,278,114,677.99
67,5,80,129,564.89
68,5,108,150,849.99
69,4,82,58,1499.89
74,3,242,61,1751.99
75,5,192,37,519.99
76,5,89,133,749.99
78,5,181,37,999.99
82,3,254,121,119.99
89,5,44,55,49.37
91,5,272,111,1073.99
94,4,80,133,564.89
1,6,126,95,640.99
2,3,195,39,1055.99
3,4,64,46,525.99
5,4,31,77,443.72
12,6,236,114,745.32
13,4,30,60,645.20
14,3,231,87,449.99
15,5,230,92,136.69
18,3,93,83,2116.72
19,5,107,106,644.00
22,6,56,43,16.99
23,4,116,74,731.99
25,6,28,85,479.99
27,6,29,133,645.99
29,6,30,75,645.20
30,4,237,50,744.98
31,3,191,147,573.99
38,6,278,76,677.99
39,4,53,128,1003.98
40,6,273,82,443.64
41,6,287,112,329.99
46,6,60,80,59.99
47,4,33,98,52.65
58,6,213,77,1469.96
59,6,154,126,1204.98
65,4,248,42,2774.98
66,4,103,88,809.99
68,6,13,141,704.99
69,5,278,71,677.99
70,3,102,84,2042.69
74,4,106,82,608.95
75,6,95,81,109.99
76,6,167,46,1010.46
78,6,206,145,4139.00
81,2,241,134,1756.00
82,4,157,113,388.99
87,4,127,59,719.99
89,6,122,140,722.99
91,6,123,37,3177.44
92,3,65,132,1199.99
95,3,271,69,549.59
99,2,118,37,699.89
1,7,30,41,645.20
2,4,18,49,799.00
3,5,107,112,644.00
4,2,137,75,469.99
5,5,31,78,443.72
9,5,145,58,287.00
10,3,182,83,949.89
12,7,141,110,419.99
13,5,167,89,1010.46
15,6,253,83,579.99
19,6,103,105,809.99
22,7,17,60,699.01
23,5,5,59,2290.79
26,3,279,71,1318.99
27,7,155,51,588.95
29,7,166,103,1638.89
30,5,43,68,298.98
31,4,226,34,309.85
34,2,131,113,279.99
38,7,49,139,1499.99
39,5,38,144,1199.99
40,7,258,99,57.98
41,7,25,101,104.88
42,2,10,147,811.99
44,3,271,37,549.59
46,7,155,114,588.95
47,5,149,123,282.98
59,7,152,82,280.98
61,5,15,32,725.99
66,5,174,66,798.26
67,6,108,82,849.99
70,4,82,139,1499.89
74,5,3,101,799.99
75,7,106,74,608.95
76,7,196,125,1099.99
79,4,63,146,572.96
81,3,69,104,678.75
82,5,48,59,1218.50
83,5,101,122,635.99
84,3,269,147,759.99
87,5,265,74,1431.99
90,4,93,146,2116.72
91,7,118,113,699.89
92,4,110,111,3192.97
95,4,86,123,804.98
97,4,33,67,52.65
99,3,84,98,440.30
101,4,284,52,54.99
102,2,95,117,109.99
103,2,258,142,57.98
1,8,170,129,383.98
2,5,160,30,1908.73
3,6,36,81,1299.99
4,3,7,140,680.99
8,6,127,34,719.99
9,6,14,48,704.99
10,4,172,133,358.49
12,8,256,85,26.99
13,6,1,127,640.99
16,5,45,80,2501.69
19,7,30,94,645.20
21,4,1,135,640.99
22,8,222,99,754.98
23,6,169,40,1844.89
27,8,71,127,660.00
29,8,10,81,811.99
31,5,79,56,659.99
32,3,73,134,799.00
34,3,39,100,301.99
36,5,255,143,90.99
37,3,147,100,283.98
39,6,20,112,719.99
40,8,31,30,443.72
42,3,249,76,2660.72
44,4,158,100,2009.46
46,8,123,116,3177.44
54,2,4,136,2699.99
58,7,108,49,849.99
61,6,5,50,2290.79
67,7,78,124,686.99
70,5,124,106,594.99
73,3,31,102,443.72
75,8,24,82,66.89
81,4,49,83,1499.99
82,6,180,56,279.99
83,6,233,86,59.99
84,4,95,36,109.99
87,6,174,84,798.26
90,5,73,129,799.00
91,8,196,102,1099.99
95,5,107,76,644.00
97,5,99,48,68.06
98,2,48,44,1218.50
99,4,36,71,1299.99
101,5,150,36,281.98
104,4,48,51,1218.50
105,5,103,77,809.99
1,9,196,139,1099.99
2,6,182,95,949.89
3,7,125,73,768.99
4,4,287,60,329.99
7,2,230,49,136.69
8,7,16,135,889.89
9,7,124,117,594.99
10,5,218,68,1388.89
11,2,40,79,299.89
12,9,282,117,804.99
13,7,39,67,301.99
14,4,114,40,820.61
16,6,131,53,279.99
18,4,91,141,2259.99
22,9,8,89,601.99
23,7,286,36,234.00
24,4,24,59,66.89
27,9,93,132,2116.72
28,6,210,120,1029.99
29,9,233,71,59.99
32,4,30,105,645.20
33,4,55,93,150.99
34,4,143,106,402.99
36,6,205,33,649.99
39,7,185,101,873.98
40,9,170,31,383.98
43,5,86,114,804.98
46,9,2,65,2554.99
53,3,9,106,899.99
54,3,68,134,766.11
57,5,132,77,554.99
58,8,157,65,388.99
61,7,52,45,1676.98
67,8,247,39,339.99
69,6,3,46,799.99
70,6,50,68,8867.99
75,9,20,34,719.99
76,8,201,91,653.50
81,5,55,144,150.99
82,7,70,31,710.99
83,7,18,49,799.00
84,5,87,119,759.99
87,7,7,66,680.99
89,7,76,109,629.99
90,6,185,147,873.98
94,5,181,143,999.99
95,6,71,135,660.00
97,6,219,132,1299.73
99,5,200,58,620.95
101,6,20,138,719.99
104,5,281,85,864.98
1,10,64,147,525.99
2,7,204,100,686.99
3,8,190,127,948.99
4,5,20,80,719.99
6,3,94,90,15.55
10,6,64,96,525.99
12,10,210,37,1029.99
13,8,1,95,640.99
14,5,239,125,739.99
15,7,83,118,829.99
16,7,256,44,26.99
18,5,87,103,759.99
22,10,90,95,759.99
23,8,241,126,1756.00
24,5,41,83,299.89
26,4,164,78,1850.00
27,10,150,58,281.98
30,6,4,82,2699.99
33,5,62,84,789.79
34,5,68,37,766.11
35,4,41,79,299.89
39,8,179,102,312.67
40,10,215,36,829.89
41,8,21,31,749.99
42,4,213,103,1469.96
43,6,235,86,41.99
46,10,214,91,1009.79
58,9,136,134,826.99
66,6,97,130,59.87
68,7,189,139,649.00
69,7,79,49,659.99
81,6,65,61,1199.99
82,8,213,56,1469.96
87,8,257,110,84.95
89,8,151,127,281.97
90,7,250,125,338.99
92,5,114,112,820.61
93,2,169,46,1844.89
94,6,4,111,2699.99
99,6,1,43,640.99
101,7,102,123,2042.69
1,11,169,105,1844.89
2,8,141,97,419.99
4,6,159,96,1994.49
6,4,258,145,57.98
10,7,127,52,719.99
12,11,169,114,1844.89
13,9,225,137,503.98
14,6,188,79,482.49
15,8,241,77,1756.00
16,8,138,142,645.99
18,6,259,60,80.72
19,8,91,130,2259.99
22,11,234,144,150.99
23,9,14,86,704.99
24,6,276,99,1163.99
26,5,151,36,281.97
27,11,116,67,731.99
30,7,155,64,588.95
33,6,190,70,948.99
42,5,252,85,499.99
43,7,1,57,640.99
45,2,66,126,399.99
58,10,163,31,1899.99
60,6,51,79,2269.99
65,5,119,141,899.99
66,7,49,78,1499.99
68,8,204,56,686.99
87,9,121,142,721.99
91,9,43,44,298.98
92,6,164,91,1850.00
93,3,251,30,337.81
94,7,172,37,358.49
99,7,201,31,653.50
1,12,226,103,309.85
6,5,11,74,2015.11
10,8,18,124,799.00
12,12,96,120,141.56
13,10,245,138,1699.00
14,7,113,32,704.99
18,7,188,133,482.49
19,9,63,83,572.96
22,12,108,45,849.99
23,10,187,110,353.98
25,7,135,132,127.88
27,12,92,105,2200.00
28,7,54,131,1019.99
29,10,76,62,629.99
32,5,85,148,1274.99
33,7,18,41,799.00
36,7,152,45,280.98
42,6,78,47,686.99
43,8,169,73,1844.89
45,3,68,88,766.11
57,6,164,44,1850.00
58,11,152,51,280.98
59,8,287,96,329.99
60,7,189,146,649.00
66,8,75,122,624.04
67,9,91,138,2259.99
69,8,169,67,1844.89
73,4,45,54,2501.69
74,6,187,137,353.98
75,10,72,86,589.99
76,9,155,78,588.95
87,10,76,96,629.99
91,10,269,104,759.99
92,7,108,104,849.99
93,4,43,113,298.98
94,8,258,73,57.98
99,8,102,101,2042.69
104,6,51,139,2269.99
1,13,178,121,1999.89
4,7,262,79,1449.99
6,6,89,150,749.99
8,8,100,68,97.88
